application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,customer_name,email,phone,address,national_id,DTI,LTV,CCR,ITI,CWI,currency_code,session_user_name,session_user_email,session_flagged,created_at
APP_00014,34,66341.0,27,76655.0,60,35077.0,car,0,778,29499.0,39416.0,2,bank,Ivan Pham,julia.ngo@gmail.com,+1-202-555-1013,"55 Nguyen Hue, Ho Chi Minh",33548942,0.44465715017861585,2.185335119879061,0.45759572108798563,0.019257824472227146,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00015,43,55858.0,19,14824.0,36,58517.0,car,0,579,26706.0,244853.0,2,bank,Julia Ngo,hanh.vo@gmail.com,+1-202-555-1014,"21 Königstr, Berlin, DE",35412582,0.4781051953166874,0.25332809269100853,3.9474500809495447,0.007371867552836339,1.1690525676826278,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00016,57,141298.0,9,82881.0,36,194690.0,real_estate,0,684,5537.0,99537.0,4,non-bank,Duy Le,ivan.pham@gmail.com,+1-202-555-1015,"78 Oak St, Chicago, IL",35033206,0.039186683463318384,0.42570753505572745,2.349030537758927,0.0162935781110563,1.2961665050934343,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00017,37,85328.0,12,70738.0,48,40565.0,car,1,589,16589.0,89424.0,3,bank,Alice Nguyen,bao.tran@gmail.com,+1-202-555-1016,"14 High St, London, UK",11141163,0.1944144946559137,1.7438185628004008,0.5734541547682918,0.01727109897457592,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00018,42,31071.0,21,54975.0,24,181355.0,real_estate,0,670,3975.0,173941.0,3,non-bank,Bao Tran,chris.do@gmail.com,+1-202-555-1017,"22 Bay St, Toronto, CA",93506310,0.12793279907308655,0.3031347357392942,3.2988631195997584,0.07372228122379336,1.8231400212810829,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00019,22,86845.0,21,18607.0,48,138178.0,real_estate,1,611,37907.0,66527.0,2,bank,Duy Le,alice.nguyen@gmail.com,+1-202-555-1018,"22 Bay St, Toronto, CA",31289640,0.4364902988082165,0.13465964191115712,7.426129951093275,0.0044636517165669055,1.4628830598475044,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00020,26,82596.0,13,99684.0,60,185004.0,land,1,588,37541.0,22462.0,1,bank,Bao Tran,ivan.pham@gmail.com,+1-202-555-1019,"21 Königstr, Berlin, DE",24857074,0.45451353576443826,0.5388207822533538,1.8559046587215415,0.02011477553358867,0.4668844060087672,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00021,23,132996.0,9,47047.0,36,166594.0,real_estate,0,540,12904.0,11290.0,2,bank,Bao Tran,ivan.pham@gmail.com,+1-202-555-1020,"19 Pine Ave, San Jose, CA",23605450,0.09702547445035868,0.28240512863608364,3.5410121793099765,0.009826318919928417,1.943909665520065,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00022,24,113944.0,19,9196.0,12,71775.0,real_estate,0,659,14646.0,33001.0,4,bank,Felix Nguyen,emma.tran@gmail.com,+1-202-555-1021,"78 Oak St, Chicago, IL",98935877,0.128536825107069,0.12812260536398287,7.805023923444127,0.006725525988814377,2.2794271273406412,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00023,59,48919.0,19,24947.0,36,166955.0,land,1,713,15872.0,55974.0,3,bank,Hanh Vo,giang.ho@gmail.com,+1-202-555-1022,"10 Broadway, New York, NY",52906867,0.32445471084853894,0.14942349734958432,6.69238786226774,0.014165707030048835,1.7238088482852407,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00024,58,43806.0,17,43120.0,24,40473.0,car,1,805,44465.0,211873.0,3,bank,Chris Do,hanh.vo@gmail.com,+1-202-555-1023,"19 Pine Ave, San Jose, CA",39422750,1.0150436013331277,1.065401625775182,0.9386131725417223,0.0410141685292372,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00025,57,100449.0,2,10921.0,36,63866.0,car,1,637,24426.0,96405.0,0,bank,Bao Tran,giang.ho@gmail.com,+1-202-555-1024,"44 Maple Dr, Los Angeles, CA",46350341,0.24316817489472026,0.17099865343061768,5.847999267465814,0.0030200510816701153,1.8822438064165201,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00026,23,30921.0,14,35773.0,48,48660.0,real_estate,0,355,38103.0,30815.0,4,non-bank,Felix Nguyen,julia.ngo@gmail.com,+1-202-555-1025,"21 Königstr, Berlin, DE",17955121,1.2322693315222266,0.7351623510069722,1.360243759259739,0.0241024169114124,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00027,24,64876.0,18,49498.0,12,33568.0,real_estate,0,623,22441.0,14183.0,1,bank,Felix Nguyen,alice.nguyen@gmail.com,+1-202-555-1026,"22 Bay St, Toronto, CA",38230020,0.34590603613045895,1.4745591039084405,0.6781688149015985,0.06358026593793596,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00028,33,42275.0,28,95121.0,60,25280.0,car,0,473,34909.0,148354.0,4,non-bank,Felix Nguyen,duy.le@gmail.com,+1-202-555-1027,"8 Rue Lafayette, Paris, FR",32382134,0.8257599053814116,3.7626977848099776,0.2657667602317021,0.037500887048457485,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00029,45,27570.0,15,13205.0,24,43980.0,land,1,314,26416.0,253637.0,2,non-bank,Duy Le,duy.le@gmail.com,+1-202-555-1028,"19 Pine Ave, San Jose, CA",82289653,0.9581429089589787,0.3002501136880332,3.33055660734545,0.01995677668880624,0.08786848409191292,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00030,35,139852.0,10,59801.0,72,31061.0,car,0,339,13930.0,108221.0,4,bank,Alice Nguyen,felix.nguyen@gmail.com,+1-202-555-1029,"8 Rue Lafayette, Paris, FR",15257294,0.09960529702828634,1.9252760696692983,0.5194060299994897,0.005938917172674705,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00031,42,36227.0,16,91997.0,60,81041.0,land,0,625,43814.0,28516.0,4,bank,Hanh Vo,chris.do@gmail.com,+1-202-555-1030,"10 Broadway, New York, NY",48290323,1.2094294310872773,1.1351908293332864,0.8809091600812974,0.04232432531834644,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00032,28,26157.0,5,81588.0,24,21690.0,land,0,819,35447.0,76143.0,3,bank,Alice Nguyen,duy.le@gmail.com,+1-202-555-1031,"55 Nguyen Hue, Ho Chi Minh",81102678,1.3551630538669819,3.7615491009680144,0.26584791881158665,0.1299652100721881,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00033,53,141611.0,2,92869.0,48,19765.0,car,0,578,38466.0,154816.0,4,bank,Bao Tran,hanh.vo@gmail.com,+1-202-555-1032,"78 Oak St, Chicago, IL",85023692,0.2716314410603677,4.698659246141933,0.2128266698252354,0.013662574470154242,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00034,34,48540.0,20,21182.0,12,198046.0,car,1,544,47407.0,64745.0,3,bank,Bao Tran,duy.le@gmail.com,+1-202-555-1033,"44 Maple Dr, Los Angeles, CA",56129761,0.976658426040359,0.10695494986013297,9.349730903596953,0.03636519708528086,0.06253523126139299,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00035,23,127069.0,29,81127.0,12,24837.0,car,0,348,12438.0,293758.0,4,bank,Ivan Pham,giang.ho@gmail.com,+1-202-555-1034,"23 Elm St, Boston, MA",30027427,0.09788382689719681,3.2663767765831917,0.30614961726675083,0.0532040334996726,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00036,53,28910.0,25,97970.0,72,22219.0,real_estate,0,671,4577.0,231389.0,0,non-bank,Giang Ho,julia.ngo@gmail.com,+1-202-555-1035,"10 Broadway, New York, NY",40328795,0.15831892078864895,4.40928934695511,0.22679391650505024,0.0470665667390349,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00037,60,44194.0,17,35973.0,60,13780.0,land,1,330,29113.0,109927.0,0,non-bank,Chris Do,bao.tran@gmail.com,+1-202-555-1036,"78 Oak St, Chicago, IL",30006203,0.6587545820699494,2.6105224963713636,0.38306507658520605,0.013566321219848713,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00038,21,38828.0,1,52370.0,12,33448.0,land,1,762,16308.0,285947.0,2,bank,Julia Ngo,emma.tran@gmail.com,+1-202-555-1037,"8 Rue Lafayette, Paris, FR",69584463,0.42000618110640725,1.5657139440324814,0.6386862707656934,0.11239741079383112,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00039,40,113282.0,29,55429.0,24,109360.0,car,0,749,21788.0,104256.0,4,non-bank,Bao Tran,alice.nguyen@gmail.com,+1-202-555-1038,"55 Nguyen Hue, Ho Chi Minh",36337677,0.19233417489097832,0.506848939283097,1.9729744357646364,0.02038754318047364,0.7858382004718518,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00040,57,102518.0,13,51898.0,24,166832.0,car,0,845,11733.0,50652.0,3,bank,Hanh Vo,giang.ho@gmail.com,+1-202-555-1039,"44 Maple Dr, Los Angeles, CA",66758186,0.11444819446341019,0.31107940922604593,3.2146132798951172,0.021093043822319444,1.8302246190936278,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00041,52,84437.0,8,32529.0,36,149099.0,car,2,456,19923.0,282102.0,2,bank,Emma Tran,alice.nguyen@gmail.com,+1-202-555-1040,"19 Pine Ave, San Jose, CA",69012466,0.2359510641069645,0.21817047733385056,4.583571582280285,0.010701272348712333,1.7920680445284942,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00042,58,55204.0,26,97234.0,24,119406.0,land,1,388,19662.0,288307.0,2,bank,Chris Do,julia.ngo@gmail.com,+1-202-555-1041,"8 Rue Lafayette, Paris, FR",94588487,0.35616984276501057,0.8143141885667319,1.2280272332722995,0.07338991135602102,0.1468108094515762,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00043,39,36107.0,22,95867.0,24,24324.0,deposit,0,464,17527.0,100670.0,3,bank,Felix Nguyen,ivan.pham@gmail.com,+1-202-555-1042,"55 Nguyen Hue, Ho Chi Minh",43331583,0.4854183399340714,3.941251438907912,0.2537265169453487,0.11062836383988665,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00044,37,96151.0,22,41169.0,48,156688.0,real_estate,0,739,37116.0,182481.0,4,bank,Julia Ngo,alice.nguyen@gmail.com,+1-202-555-1043,"8 Rue Lafayette, Paris, FR",96513445,0.38601782612764934,0.262745073011333,3.805970511792762,0.008920214038149604,1.3579841483118087,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00045,52,53839.0,8,81502.0,24,15152.0,car,0,420,29632.0,60254.0,4,bank,Felix Nguyen,chris.do@gmail.com,+1-202-555-1044,"10 Broadway, New York, NY",46064488,0.5503816935678495,5.3789598732837,0.18590954823194294,0.06307540382483158,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00046,27,98774.0,29,42764.0,72,129135.0,real_estate,0,788,23712.0,196081.0,0,bank,Duy Le,chris.do@gmail.com,+1-202-555-1045,"44 Maple Dr, Los Angeles, CA",71261539,0.24006317451960799,0.33115731598714265,3.019712842577799,0.006013165857778253,1.5248345581035474,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00047,31,110933.0,13,80507.0,60,86591.0,car,1,384,5635.0,210134.0,2,bank,Chris Do,alice.nguyen@gmail.com,+1-202-555-1046,"78 Oak St, Chicago, IL",69545768,0.050796426671954685,0.9297386564423447,1.0755710683542912,0.012095438988497185,0.07173232812213401,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00048,47,131179.0,15,60551.0,60,177377.0,real_estate,0,326,28536.0,215878.0,1,non-bank,Ivan Pham,alice.nguyen@gmail.com,+1-202-555-1047,"44 Maple Dr, Los Angeles, CA",83603432,0.21753481883533024,0.3413689486235513,2.929381843404685,0.007693177515581808,1.5096741136354883,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00049,50,86748.0,22,49666.0,24,67046.0,car,0,420,8751.0,174933.0,3,bank,Hanh Vo,hanh.vo@gmail.com,+1-202-555-1048,"55 Nguyen Hue, Ho Chi Minh",52219977,0.10087840641859061,0.7407749903051525,1.349937583054779,0.023855497147835306,0.3146364373302713,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00050,26,25592.0,19,17164.0,60,130585.0,car,1,714,15707.0,214194.0,2,non-bank,Giang Ho,ivan.pham@gmail.com,+1-202-555-1049,"44 Maple Dr, Los Angeles, CA",81318258,0.6137464832759998,0.13143929241490115,7.608075040782591,0.01117797228281837,1.0064538833790913,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00051,43,60083.0,5,67186.0,72,92479.0,car,1,631,20745.0,170964.0,4,non-bank,Felix Nguyen,julia.ngo@gmail.com,+1-202-555-1050,"22 Bay St, Toronto, CA",41980293,0.345272373217044,0.7265000702862192,1.3764623582293725,0.015530830499074832,0.24648030637664903,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00052,37,131671.0,9,35503.0,24,108248.0,car,1,495,7064.0,247745.0,2,non-bank,Felix Nguyen,ivan.pham@gmail.com,+1-202-555-1051,"23 Elm St, Boston, MA",54217317,0.05364886725246977,0.3279783460202468,3.0489817761878424,0.011234756830319648,1.907905360423825,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00053,43,91656.0,10,25601.0,60,188249.0,deposit,0,660,19474.0,62080.0,3,bank,Ivan Pham,julia.ngo@gmail.com,+1-202-555-1052,"10 Broadway, New York, NY",54970681,0.21246835995461058,0.13599541033418433,7.353189328541567,0.00465526897667602,2.041292854518791,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00054,63,102389.0,28,23354.0,36,144847.0,deposit,0,656,13346.0,150205.0,0,bank,Ivan Pham,felix.nguyen@gmail.com,+1-202-555-1053,"8 Rue Lafayette, Paris, FR",73401245,0.1303460332652909,0.1612321967317227,6.202235163140952,0.00633585856101921,2.1883132418448463,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00055,24,82227.0,21,98278.0,60,87594.0,real_estate,0,605,42488.0,130754.0,4,bank,Hanh Vo,chris.do@gmail.com,+1-202-555-1054,"21 Königstr, Berlin, DE",65651224,0.5167159205613665,1.1219718245541803,0.8912879789983426,0.019920058698959554,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00056,64,45342.0,10,14811.0,36,93899.0,car,0,582,42984.0,164673.0,0,bank,Julia Ngo,felix.nguyen@gmail.com,+1-202-555-1055,"8 Rue Lafayette, Paris, FR",17043310,0.9479952362048224,0.15773330919391945,6.3398150023626805,0.009073632981677682,0.13140564092374832,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00057,40,137087.0,22,80859.0,60,143277.0,deposit,0,355,228.0,51204.0,1,bank,Felix Nguyen,emma.tran@gmail.com,+1-202-555-1056,"23 Elm St, Boston, MA",82815865,0.0016631773982945016,0.5643543625285248,1.7719363336177572,0.00983061851216767,0.770652466554781,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00058,54,121617.0,22,87283.0,12,74444.0,land,0,442,30120.0,103909.0,4,bank,Alice Nguyen,alice.nguyen@gmail.com,+1-202-555-1057,"22 Bay St, Toronto, CA",78221896,0.24766274451762296,1.1724652087474992,0.8529037727850686,0.059807291190599514,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00059,39,149397.0,11,7950.0,36,40228.0,real_estate,0,590,32027.0,286700.0,4,non-bank,Emma Tran,felix.nguyen@gmail.com,+1-202-555-1058,"22 Bay St, Toronto, CA",19409693,0.2143751213210425,0.1976235457889978,5.060125786162885,0.001478164443243155,1.8911007134831122,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00060,34,131936.0,12,60986.0,24,97789.0,land,1,374,18899.0,40524.0,2,non-bank,Bao Tran,ivan.pham@gmail.com,+1-202-555-1059,"21 Königstr, Berlin, DE",96564969,0.1432436939121988,0.6236488766630129,1.60346636933064,0.019259969479349347,0.5170236174359586,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00061,54,61391.0,26,59853.0,24,21099.0,real_estate,2,561,23456.0,194239.0,2,bank,Ivan Pham,alice.nguyen@gmail.com,+1-202-555-1060,"55 Nguyen Hue, Ho Chi Minh",69464839,0.3820755485331664,2.8367695151427634,0.3525136584632291,0.04062281115955185,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00062,51,56782.0,16,39073.0,24,40585.0,real_estate,0,364,39495.0,202745.0,0,bank,Ivan Pham,alice.nguyen@gmail.com,+1-202-555-1061,"44 Maple Dr, Los Angeles, CA",17647727,0.6955549293790163,0.9627448564740432,1.0386967983005904,0.02867179152898459,0.011781049491444404,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00063,27,56059.0,4,68337.0,36,88776.0,land,0,732,18898.0,147609.0,4,bank,Ivan Pham,ivan.pham@gmail.com,+1-202-555-1062,"22 Bay St, Toronto, CA",54225638,0.33710911718010783,0.7697688564476799,1.2990912682733906,0.033861645765126694,0.19826487486948635,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00064,52,139849.0,21,43823.0,12,160941.0,land,0,356,3222.0,19746.0,0,bank,Julia Ngo,giang.ho@gmail.com,+1-202-555-1063,"78 Oak St, Chicago, IL",85250419,0.023039135067107933,0.2722923307298931,3.672523560687227,0.02611328408756812,2.1328257419652674,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00065,54,94616.0,17,46770.0,60,158032.0,deposit,0,350,18625.0,19963.0,0,bank,Chris Do,felix.nguyen@gmail.com,+1-202-555-1064,"14 High St, London, UK",35184588,0.1968483131817008,0.29595271843677046,3.3789181098994363,0.008238564301883402,1.6963702853620375,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00066,38,81807.0,15,45994.0,48,58055.0,car,0,650,12694.0,89934.0,2,bank,Felix Nguyen,alice.nguyen@gmail.com,+1-202-555-1065,"23 Elm St, Boston, MA",93968201,0.15517009546860103,0.7922487296529017,1.2622298560681555,0.011713035966523146,0.2215396242673751,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00067,61,146032.0,21,81064.0,60,89010.0,deposit,0,421,19136.0,39729.0,0,bank,Felix Nguyen,julia.ngo@gmail.com,+1-202-555-1066,"44 Maple Dr, Los Angeles, CA",47656428,0.13103977210474327,0.9107291315582416,1.0980213164906605,0.009251853474883174,0.08517662551633792,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00068,49,100428.0,27,65149.0,60,37478.0,car,1,493,11505.0,37326.0,0,bank,Duy Le,alice.nguyen@gmail.com,+1-202-555-1067,"21 Königstr, Berlin, DE",30356999,0.11455968455012432,1.7383264848710782,0.5752659288707337,0.010811891769711224,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00069,35,138678.0,9,41009.0,12,153006.0,land,0,472,7493.0,56435.0,3,non-bank,Chris Do,duy.le@gmail.com,+1-202-555-1068,"10 Broadway, New York, NY",42080555,0.05403164164467289,0.26802216906526366,3.731034650930193,0.024642817652272584,2.077283601245477,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00070,21,148081.0,12,93043.0,12,55299.0,real_estate,1,419,49268.0,65310.0,3,bank,Bao Tran,alice.nguyen@gmail.com,+1-202-555-1069,"10 Broadway, New York, NY",57233006,0.3327098007171728,1.6825439881371873,0.5943381017378997,0.052360419855937965,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00071,50,34930.0,5,81195.0,36,161509.0,real_estate,0,718,6443.0,253157.0,1,non-bank,Hanh Vo,bao.tran@gmail.com,+1-202-555-1070,"19 Pine Ave, San Jose, CA",71931711,0.1844546235327746,0.5027274021881103,1.9891495781759714,0.06456961541952339,0.8066963651159349,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00072,30,70192.0,19,93614.0,36,169677.0,deposit,0,680,35304.0,195231.0,3,bank,Felix Nguyen,giang.ho@gmail.com,+1-202-555-1071,"23 Elm St, Boston, MA",93507239,0.5029633006610368,0.5517188540580011,1.8125173585147327,0.037046798621162225,0.40385094603178395,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00073,54,116767.0,12,74397.0,24,140304.0,deposit,0,431,35878.0,18818.0,3,bank,Julia Ngo,alice.nguyen@gmail.com,+1-202-555-1072,"78 Oak St, Chicago, IL",27540593,0.3072614694220087,0.5302557304139546,1.8858824952618802,0.02654752626915834,0.6136849380324935,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00074,44,126644.0,10,42191.0,60,71398.0,deposit,0,677,30889.0,192258.0,1,non-bank,Hanh Vo,julia.ngo@gmail.com,+1-202-555-1073,"55 Nguyen Hue, Ho Chi Minh",96420339,0.24390417232557213,0.590926916720348,1.6922566424118488,0.005552440963027132,0.5234123590075358,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00075,41,43560.0,20,78429.0,48,190958.0,car,0,692,45572.0,49645.0,3,non-bank,Julia Ngo,chris.do@gmail.com,+1-202-555-1074,"78 Oak St, Chicago, IL",57493090,1.0461891643709587,0.4107133505797065,2.4347881523415773,0.03751004361721585,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00076,28,64799.0,12,36279.0,60,139721.0,real_estate,2,596,249.0,132105.0,2,non-bank,Giang Ho,julia.ngo@gmail.com,+1-202-555-1075,"55 Nguyen Hue, Ho Chi Minh",21509414,0.003842651892776064,0.25965316595214566,3.851291380688447,0.009331162517784429,2.2125058166540685,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
APP_00077,52,93521.0,13,30738.0,12,132001.0,deposit,0,618,15081.0,21033.0,4,non-bank,Hanh Vo,duy.le@gmail.com,+1-202-555-1076,"21 Königstr, Berlin, DE",93382127,0.1612578992953437,0.23286187225854174,4.294391307176645,0.027389570254664878,1.9302931343775231,USD,dzoan nguyen,dzoan,False,2025-10-23 03:25:59
