application_id,customer_name,email,phone,address,national_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_user_name,session_user_email,session_flagged,created_at
APP_0053,Giang Ho,emma.tran@gmail.com,+1-202-555-1052,"14 High St, London, UK",54924829,44,131176.0,29,13057.0,12,52405.0,deposit,0,561,28253.0,32456.0,2,bank,0.2153823870220146,0.2491556149222355,4.013555947001301,0.008294835436685457,1.7673771874129165,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0054,Bao Tran,julia.ngo@gmail.com,+1-202-555-1053,"44 Maple Dr, Los Angeles, CA",12237354,54,55610.0,13,26083.0,72,170699.0,car,0,762,2913.0,174779.0,4,bank,0.05238266498831052,0.15280112947351682,6.544454242226487,0.006514365921306437,2.4084610077396578,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0055,Felix Nguyen,ivan.pham@gmail.com,+1-202-555-1054,"44 Maple Dr, Los Angeles, CA",63724249,48,32153.0,23,57768.0,36,175786.0,land,1,814,13517.0,236162.0,0,bank,0.42039623052279973,0.3286268531054787,3.0429649633014293,0.049907214462788625,1.167391219997504,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0056,Hanh Vo,bao.tran@gmail.com,+1-202-555-1055,"19 Pine Ave, San Jose, CA",59967823,24,108641.0,12,56339.0,24,169093.0,land,0,561,33602.0,220099.0,1,bank,0.3092939129794432,0.3331835143974007,3.0013489767300983,0.021607480907166732,1.3817226165941126,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0057,Bao Tran,bao.tran@gmail.com,+1-202-555-1056,"55 Nguyen Hue, Ho Chi Minh",23338758,33,125120.0,9,81195.0,48,56703.0,land,0,332,8029.0,139361.0,1,bank,0.06417039641943682,1.4319348182635587,0.6983558100868194,0.013519521259309027,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0058,Giang Ho,duy.le@gmail.com,+1-202-555-1057,"55 Nguyen Hue, Ho Chi Minh",67057759,28,146024.0,23,30279.0,60,126979.0,land,1,487,21736.0,66153.0,1,bank,0.14885224346682635,0.23845675269138802,4.193632550612497,0.0034559387497369322,1.9445574793491387,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0059,Bao Tran,duy.le@gmail.com,+1-202-555-1058,"10 Broadway, New York, NY",85671420,53,140974.0,20,92846.0,24,125267.0,car,2,418,38745.0,279898.0,1,non-bank,0.2748379133740954,0.7411848292048125,1.349191133705261,0.027441821422192144,0.2532201711489859,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0060,Bao Tran,chris.do@gmail.com,+1-202-555-1059,"10 Broadway, New York, NY",19530766,22,40028.0,4,47224.0,12,43567.0,deposit,0,560,7487.0,252196.0,1,non-bank,0.18704406915158922,1.0839396791149016,0.9225605624258657,0.09831451316591613,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0061,Julia Ngo,bao.tran@gmail.com,+1-202-555-1060,"21 Königstr, Berlin, DE",75099036,29,121513.0,21,83145.0,12,114279.0,car,0,622,24829.0,187544.0,0,bank,0.20433204677688638,0.72756149423778,1.3744542666425956,0.057020647991758475,0.29794125991519277,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0062,Felix Nguyen,julia.ngo@gmail.com,+1-202-555-1061,"55 Nguyen Hue, Ho Chi Minh",22630563,47,130765.0,22,27646.0,72,108849.0,deposit,0,555,10742.0,35160.0,3,bank,0.08214736359117437,0.2539848781339263,3.9372422773636715,0.002936353169555204,2.0541958392168818,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0063,Emma Tran,duy.le@gmail.com,+1-202-555-1062,"22 Bay St, Toronto, CA",77394363,51,112265.0,11,8512.0,12,84063.0,car,0,407,26824.0,20201.0,2,bank,0.2389346635193494,0.10125739029061416,9.875822368419891,0.00631838358592808,2.052005540003915,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0064,Felix Nguyen,giang.ho@gmail.com,+1-202-555-1063,"10 Broadway, New York, NY",47720288,43,127474.0,27,10230.0,48,152319.0,real_estate,2,465,12035.0,101413.0,4,bank,0.09441140938544257,0.0671616804206956,14.889442815247811,0.0016719095658374117,2.5343032172972233,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0065,Felix Nguyen,bao.tran@gmail.com,+1-202-555-1064,"10 Broadway, New York, NY",10585992,58,129747.0,19,40406.0,36,138103.0,deposit,0,673,48270.0,55681.0,3,bank,0.37203172327683587,0.2925787274715228,3.417883482651007,0.008650596074342395,1.3327143522810472,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0066,Julia Ngo,felix.nguyen@gmail.com,+1-202-555-1065,"21 Königstr, Berlin, DE",96960871,61,80818.0,10,95549.0,60,110269.0,real_estate,0,314,3835.0,259503.0,0,bank,0.04745230023014616,0.8665082661491365,1.1540570806601727,0.019704562514622638,0.14674671781612506,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0067,Ivan Pham,julia.ngo@gmail.com,+1-202-555-1066,"10 Broadway, New York, NY",24937333,26,30018.0,0,9626.0,12,147347.0,deposit,0,417,48178.0,69687.0,0,bank,1.6049703511226063,0.06532878171934234,15.307188863493112,0.026722855173555625,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0068,Bao Tran,ivan.pham@gmail.com,+1-202-555-1067,"14 High St, London, UK",63643829,62,82024.0,20,40052.0,72,154516.0,real_estate,0,790,39593.0,91968.0,2,bank,0.4827001853116102,0.2592094022625472,3.857884749825131,0.006781890395128802,1.1496325167974577,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0069,Ivan Pham,ivan.pham@gmail.com,+1-202-555-1068,"8 Rue Lafayette, Paris, FR",26332140,48,50222.0,6,15381.0,60,116852.0,real_estate,1,354,42782.0,292963.0,2,non-bank,0.8518577515829547,0.1316280423099294,7.597165333852962,0.00510433674476768,0.3859277228235551,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0070,Chris Do,alice.nguyen@gmail.com,+1-202-555-1069,"10 Broadway, New York, NY",76449297,48,39216.0,22,93498.0,36,59393.0,land,0,528,42575.0,247295.0,1,bank,1.0856538147694543,1.5742259188793029,0.6352328392051099,0.06622722018039723,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0071,Felix Nguyen,giang.ho@gmail.com,+1-202-555-1070,"21 Königstr, Berlin, DE",82392481,25,40615.0,15,69154.0,24,153617.0,deposit,0,413,9380.0,73424.0,3,non-bank,0.23094915671549354,0.4501715304946689,2.2213754808109116,0.07094464278090698,0.9392998434846671,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0072,Felix Nguyen,giang.ho@gmail.com,+1-202-555-1071,"44 Maple Dr, Los Angeles, CA",48887190,48,112171.0,14,77455.0,72,145781.0,car,1,357,46554.0,121227.0,2,bank,0.41502705690418723,0.531310664627074,1.8821380156219496,0.00959039224820977,0.5160268712150835,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0073,Julia Ngo,alice.nguyen@gmail.com,+1-202-555-1072,"55 Nguyen Hue, Ho Chi Minh",52064343,52,88066.0,4,72759.0,24,196816.0,real_estate,1,532,29713.0,159569.0,3,bank,0.3373946812617771,0.36968031054385636,2.7050399263321,0.03442446574016814,1.1297685238486896,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0074,Julia Ngo,duy.le@gmail.com,+1-202-555-1073,"55 Nguyen Hue, Ho Chi Minh",67087104,46,92479.0,21,67417.0,36,36758.0,real_estate,0,586,48107.0,202638.0,0,non-bank,0.520193773721596,1.8340769356330098,0.5452333981043276,0.020249942629055297,0.0,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0075,Julia Ngo,hanh.vo@gmail.com,+1-202-555-1074,"19 Pine Ave, San Jose, CA",80628709,24,118148.0,4,78503.0,36,88500.0,deposit,0,396,43907.0,281491.0,4,non-bank,0.37162711175813073,0.8870395480225888,1.12734545176616,0.01845684132468004,0.08002042933078288,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0076,Alice Nguyen,emma.tran@gmail.com,+1-202-555-1075,"44 Maple Dr, Los Angeles, CA",86228158,44,93533.0,12,5771.0,24,185451.0,land,0,342,28980.0,262626.0,1,non-bank,0.3098371697689552,0.031118732171840375,32.13498527117793,0.0025708395253366367,2.0060575138863768,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0077,Giang Ho,ivan.pham@gmail.com,+1-202-555-1076,"14 High St, London, UK",11605310,62,103751.0,25,87218.0,36,106799.0,real_estate,0,374,18723.0,293385.0,2,non-bank,0.18046091122013108,0.8166555866627888,1.224506409227439,0.023351314417739598,0.1839917780435128,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
APP_0078,Duy Le,alice.nguyen@gmail.com,+1-202-555-1077,"19 Pine Ave, San Jose, CA",69720522,52,35753.0,27,75287.0,12,188983.0,car,0,658,5864.0,21787.0,2,bank,0.16401420859787533,0.3983797484429796,2.5101677580458444,0.17547944693154882,1.2624787883599429,USD,dzoan nguyen,dzoan,False,2025-10-23 11:59:23
