application_id,customer_name,email,phone,address,national_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_user_name,session_user_email,session_flagged,created_at
APP_0013,Julia Ngo,alice.nguyen@gmail.com,+1-202-555-1012,"44 Maple Dr, Los Angeles, CA",74572954,37,39966,15,69086,36,125131,house,1,393,23751,164642,0.594280138117385,0.5521093893599464,1.8112352719798248,0.048017203510538974,0.32913426250196925,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0014,Hanh Vo,ivan.pham@gmail.com,+1-202-555-1013,"78 Oak St, Chicago, IL",80745786,59,123244,14,29287,60,151141,house,2,460,31042,236757,0.25187433059621356,0.19377270231108573,5.160685628435648,0.003960571440869555,1.8094780103253743,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0015,Duy Le,alice.nguyen@gmail.com,+1-202-555-1014,"23 Elm St, Boston, MA",56190391,25,39637,4,82390,12,56980,car,1,416,30170,61594,0.7611575043519752,1.4459459459459207,0.6915887850467205,0.1732177847153167,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0016,Emma Tran,felix.nguyen@gmail.com,+1-202-555-1015,"23 Elm St, Boston, MA",21530226,53,115153,21,68801,24,67080,land,0,373,34743,140323,0.3017116358236407,1.0256559332140573,0.9749858286943361,0.0248947776715662,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0017,Duy Le,julia.ngo@gmail.com,+1-202-555-1016,"19 Pine Ave, San Jose, CA",85577339,53,35963,4,90742,12,128091,house,0,349,12278,187801,0.3414064455134349,0.7084182339118228,1.4115955125520552,0.21026703369304484,0.27107415162239,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0018,Ivan Pham,alice.nguyen@gmail.com,+1-202-555-1017,"14 High St, London, UK",50534733,37,86024,12,30365,24,20312,house,0,403,8913,110825,0.10361062029201032,1.4949291059471497,0.6689280421537734,0.014707620353396744,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0019,Chris Do,emma.tran@gmail.com,+1-202-555-1018,"10 Broadway, New York, NY",55031671,32,107232,25,79821,60,69534,house,0,366,2127,14096,0.019835496866606798,1.1479420139787564,0.8711241402638293,0.012406277976516479,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0020,Hanh Vo,giang.ho@gmail.com,+1-202-555-1019,"44 Maple Dr, Los Angeles, CA",43371821,21,116101,27,49676,12,145855,land,0,509,43238,31299,0.37241711957691687,0.34058482739707013,2.9361260971092094,0.03565573652528108,1.2150795928861164,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0021,Julia Ngo,bao.tran@gmail.com,+1-202-555-1020,"55 Nguyen Hue, Ho Chi Minh",26429467,62,77326,29,22592,36,195416,deposit,0,339,11179,279023,0.1445697436825887,0.11560977606746574,8.649787535410383,0.008115712121900981,2.269602467829662,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0022,Hanh Vo,alice.nguyen@gmail.com,+1-202-555-1021,"78 Oak St, Chicago, IL",93408848,62,140202,28,21263,12,107743,house,0,333,28758,185489,0.20511832926776935,0.19734924774695156,5.067158914546157,0.012638312338761176,1.9140371128961542,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0023,Bao Tran,duy.le@gmail.com,+1-202-555-1022,"23 Elm St, Boston, MA",80341070,31,121790,16,58406,72,84737,car,1,844,22744,86726,0.1867476804335316,0.6892620696979986,1.450826969831842,0.006660599757231063,0.36663607893889116,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0024,Ivan Pham,chris.do@gmail.com,+1-202-555-1023,"21 Königstr, Berlin, DE",67947860,22,51033,6,35347,60,92552,car,0,348,8117,85057,0.15905394548625088,0.3819150315498273,2.6183834554558345,0.011543837647342634,1.360973181555945,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0025,Julia Ngo,chris.do@gmail.com,+1-202-555-1024,"14 High St, London, UK",46217292,26,108903,25,14679,24,139602,car,1,340,20696,21472,0.19004067840187883,0.10514892336785932,9.510320866543394,0.005616236467080888,2.1743789128809508,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0026,Hanh Vo,hanh.vo@gmail.com,+1-202-555-1025,"14 High St, London, UK",84048544,23,116316,24,45578,24,112539,house,0,316,4160,283985,0.03576464114997046,0.40499737868649616,2.4691517837552666,0.01632693123262654,1.4166080974144502,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0027,Ivan Pham,chris.do@gmail.com,+1-202-555-1026,"23 Elm St, Boston, MA",59088620,57,66704,29,67027,12,12459,house,0,372,8833,41392,0.1324208443271748,5.379805762901888,0.18588031688722176,0.08373685735289914,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0028,Ivan Pham,giang.ho@gmail.com,+1-202-555-1027,"19 Pine Ave, San Jose, CA",49907277,60,117278,19,35300,36,111534,land,0,590,6984,230242,0.05955081089377326,0.3164954184374243,3.1596033994333386,0.008360950523783741,1.9284039884427455,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0029,Julia Ngo,giang.ho@gmail.com,+1-202-555-1028,"8 Rue Lafayette, Paris, FR",50541359,27,137295,4,95758,60,84811,car,0,754,41220,79672,0.30022943297279364,1.1290752378818651,0.8856805697696183,0.011624361168579015,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0030,Duy Le,giang.ho@gmail.com,+1-202-555-1029,"55 Nguyen Hue, Ho Chi Minh",30451484,53,127139,15,79057,48,142553,car,2,704,28370,107331,0.22314160092497012,0.554579700181683,1.8031673349608281,0.012954489443042713,0.6239472900270424,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0031,Bao Tran,giang.ho@gmail.com,+1-202-555-1030,"22 Bay St, Toronto, CA",18292232,28,120316,13,53709,72,176020,car,0,619,46284,89432,0.3846869909238972,0.30513009885240144,3.277290584445749,0.006199992796660183,1.2826874693746286,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0032,Julia Ngo,alice.nguyen@gmail.com,+1-202-555-1031,"78 Oak St, Chicago, IL",59912630,37,104312,25,93792,36,192790,deposit,0,346,21799,249111,0.2089788327325695,0.48649826235800364,2.055505800068214,0.02497635299161111,0.8349274300275144,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0033,Alice Nguyen,hanh.vo@gmail.com,+1-202-555-1032,"14 High St, London, UK",15743552,47,58816,11,46132,24,125163,land,1,725,10067,19514,0.17116090859629743,0.3685753777074665,2.713149223965952,0.032681016502083514,1.4199250462309225,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0034,Giang Ho,ivan.pham@gmail.com,+1-202-555-1033,"22 Bay St, Toronto, CA",87246215,52,124402,9,18268,36,77611,car,2,320,30429,112163,0.2446021768138756,0.23537900555333346,4.248467265162894,0.004079069825487892,1.732779104302265,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0035,Duy Le,emma.tran@gmail.com,+1-202-555-1034,"19 Pine Ave, San Jose, CA",84486804,59,70524,2,8405,24,93237,house,0,647,46478,91012,0.6590380579660731,0.09014661561397203,11.09303985722652,0.00496580360329443,0.9306761307192033,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0036,Julia Ngo,ivan.pham@gmail.com,+1-202-555-1035,"22 Bay St, Toronto, CA",34908372,22,91524,25,94112,72,41880,deposit,0,525,26629,89157,0.29095100738603763,2.247182425978934,0.44500170010200135,0.014281621335310326,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0037,Ivan Pham,felix.nguyen@gmail.com,+1-202-555-1036,"22 Bay St, Toronto, CA",66849795,29,64304,22,96178,24,187699,deposit,0,785,893,65953,0.013887160985319516,0.5124055002956834,1.9515793632639278,0.06231986605031769,0.9383646274559894,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0038,Emma Tran,chris.do@gmail.com,+1-202-555-1037,"44 Maple Dr, Los Angeles, CA",24870616,33,64127,1,75228,36,170683,house,0,469,15181,274609,0.23673335724421482,0.4407468816460899,2.2688759504439533,0.03258637807177302,0.9684906867689269,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0039,Hanh Vo,chris.do@gmail.com,+1-202-555-1038,"44 Maple Dr, Los Angeles, CA",78227895,34,44701,13,14785,48,171965,deposit,0,651,46248,119800,1.0346077268964669,0.08597679760416314,11.631044978017474,0.0068906922289637676,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0040,Bao Tran,emma.tran@gmail.com,+1-202-555-1039,"14 High St, London, UK",73047066,64,145162,14,32896,12,70999,land,0,541,25917,131279,0.17853846047863645,0.46333046944322503,2.158286721789818,0.01888464841421908,0.9514879936886539,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0041,Emma Tran,giang.ho@gmail.com,+1-202-555-1040,"78 Oak St, Chicago, IL",41907336,55,43472,14,8902,36,69865,house,1,587,47596,121698,1.0948656606551093,0.1274171616689311,7.84823635138083,0.005688207990681434,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0042,Ivan Pham,duy.le@gmail.com,+1-202-555-1041,"21 Königstr, Berlin, DE",16112800,35,35782,27,9868,36,172469,deposit,0,816,25463,294263,0.7116147783801713,0.05721607941137215,17.477604377785013,0.007660586638630857,0.8156548496356872,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0043,Duy Le,bao.tran@gmail.com,+1-202-555-1042,"21 Königstr, Berlin, DE",97362821,63,142015,4,28376,24,112553,house,0,692,602,108312,0.004238988839207096,0.2521123381873406,3.9664857626161556,0.008325411634574243,2.2341521230837644,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0044,Chris Do,ivan.pham@gmail.com,+1-202-555-1043,"55 Nguyen Hue, Ho Chi Minh",50111873,42,94376,9,59353,12,143293,house,0,528,43652,109089,0.4625328473340631,0.41420725366905287,2.414250332754833,0.052408274698240095,0.7601130995026065,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0045,Alice Nguyen,bao.tran@gmail.com,+1-202-555-1044,"14 High St, London, UK",90380900,43,79738,5,11225,12,102046,house,1,546,38150,105097,0.4784418972133678,0.1099994120298678,9.090957683740838,0.011731127775824619,1.3925610544220683,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0046,Chris Do,emma.tran@gmail.com,+1-202-555-1045,"21 Königstr, Berlin, DE",71012710,40,117186,7,98537,12,93011,car,0,687,35762,104820,0.30517297288071693,1.0594123275741465,0.9439195429128049,0.0700716524668673,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0047,Giang Ho,emma.tran@gmail.com,+1-202-555-1046,"8 Rue Lafayette, Paris, FR",80054513,27,72914,27,48236,36,129382,land,1,490,48510,36022,0.665304331129815,0.37281847552209446,2.682270503358432,0.018376291094325526,0.5630486513421428,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0048,Emma Tran,hanh.vo@gmail.com,+1-202-555-1047,"78 Oak St, Chicago, IL",78390948,62,40990,28,30065,12,164092,car,1,392,9809,185239,0.23930226884605418,0.1832203885625126,5.457907866289524,0.06112263153105199,1.8639671918198946,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0049,Duy Le,julia.ngo@gmail.com,+1-202-555-1048,"55 Nguyen Hue, Ho Chi Minh",27517483,21,116210,1,54028,72,72149,house,0,557,45295,17309,0.38976852250236305,0.7488392077506167,1.3354001628784828,0.006457180009280271,0.2046717369463044,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0050,Chris Do,hanh.vo@gmail.com,+1-202-555-1049,"19 Pine Ave, San Jose, CA",42751542,28,46999,18,80064,24,163355,house,0,337,11631,75526,0.24747335049681382,0.4901227388203576,2.0403052557953383,0.07098023361903294,0.7828574286042348,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0051,Chris Do,chris.do@gmail.com,+1-202-555-1050,"22 Bay St, Toronto, CA",52004889,31,94124,6,34694,48,54887,deposit,0,393,48535,68613,0.5156495686541104,0.63209867546048,1.5820314751829834,0.007679143116012929,0.28190719606178516,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0052,Ivan Pham,ivan.pham@gmail.com,+1-202-555-1051,"19 Pine Ave, San Jose, CA",54801238,33,143633,5,9513,60,85342,deposit,0,531,9571,94531,0.06663510474612334,0.11146914766468899,8.971092189634293,0.0011038549636737825,2.487970517759356,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0053,Duy Le,bao.tran@gmail.com,+1-202-555-1052,"8 Rue Lafayette, Paris, FR",13942338,26,142017,8,9841,36,183232,deposit,1,738,27516,229428,0.19375145229092156,0.05370786762137589,18.619246011582295,0.0019248478076815865,2.288839972316378,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0054,Bao Tran,chris.do@gmail.com,+1-202-555-1053,"21 Königstr, Berlin, DE",59191254,21,70097,5,85938,72,191255,house,0,729,39467,183854,0.5630340813444147,0.4493372722281747,2.2254997789103514,0.017027595094180045,0.5355016367037857,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0055,Julia Ngo,ivan.pham@gmail.com,+1-202-555-1054,"44 Maple Dr, Los Angeles, CA",23886054,50,122537,14,15602,12,185383,deposit,1,443,3907,297334,0.031884247206965796,0.08416089932733808,11.882002307395727,0.01061040066721324,2.6599147811550288,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0056,Chris Do,hanh.vo@gmail.com,+1-202-555-1055,"14 High St, London, UK",76903830,63,101584,29,65378,24,68680,land,0,532,3335,111847,0.032829973224129456,0.9519219569015586,1.0505062865183847,0.026816066833554527,0.04884816648436481,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0057,Ivan Pham,julia.ngo@gmail.com,+1-202-555-1056,"55 Nguyen Hue, Ho Chi Minh",71474405,26,84921,17,41527,24,169917,land,0,384,42489,279272,0.5003356060338373,0.24439579324022764,4.091723457027859,0.020375309600623528,1.1326455541467144,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0058,Emma Tran,chris.do@gmail.com,+1-202-555-1057,"55 Nguyen Hue, Ho Chi Minh",93027504,34,42491,21,78864,12,187728,house,0,715,3021,23024,0.07109740886305169,0.42009716185118673,2.3804017041996044,0.15466804733831116,1.2822587198408886,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0059,Bao Tran,felix.nguyen@gmail.com,+1-202-555-1058,"19 Pine Ave, San Jose, CA",77028593,43,72044,14,10750,24,195815,deposit,0,435,30691,156223,0.42600355338403717,0.0548987564793297,18.215348837207607,0.00621726537460437,1.6274542664195777,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0060,Chris Do,bao.tran@gmail.com,+1-202-555-1059,"19 Pine Ave, San Jose, CA",42997838,61,106489,0,90290,24,12013,car,0,739,46911,241666,0.440524373409456,7.516024307000123,0.13304906412670137,0.0353283750732615,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0061,Alice Nguyen,chris.do@gmail.com,+1-202-555-1060,"10 Broadway, New York, NY",97075874,51,148328,2,71328,60,151038,house,0,763,30736,164228,0.2072164392427579,0.47225201604893824,2.1175134589501723,0.008014670190255238,0.8859462991806759,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0062,Julia Ngo,emma.tran@gmail.com,+1-202-555-1061,"19 Pine Ave, San Jose, CA",46976531,54,25611,8,47681,24,199375,house,0,678,24050,280659,0.9390496271133131,0.2391523510971775,4.181434953125896,0.07757246235018063,0.13912184373175826,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0063,Emma Tran,duy.le@gmail.com,+1-202-555-1062,"78 Oak St, Chicago, IL",39324281,46,114720,7,24666,72,154816,car,1,481,20862,101228,0.18185146443514486,0.15932461761058186,6.276493959295943,0.0029862563923341375,2.063391998961981,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0064,Chris Do,felix.nguyen@gmail.com,+1-202-555-1063,"22 Bay St, Toronto, CA",91498217,39,130792,25,97828,60,52769,house,0,824,31908,19666,0.24395987522172422,1.853891489321347,0.5394058960624715,0.01246610394090984,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0065,Chris Do,felix.nguyen@gmail.com,+1-202-555-1064,"55 Nguyen Hue, Ho Chi Minh",43341373,29,143899,25,33696,72,154417,car,1,677,28592,234442,0.19869491796329233,0.2182143157812921,4.582650759733958,0.003252281113791595,1.879346525483986,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0066,Alice Nguyen,julia.ngo@gmail.com,+1-202-555-1065,"14 High St, London, UK",16870886,59,77975,25,51598,12,28206,car,0,655,25088,29721,0.32174414876562585,1.8293270935261352,0.5466490949261493,0.05514374264796356,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0067,Emma Tran,emma.tran@gmail.com,+1-202-555-1066,"23 Elm St, Boston, MA",52260022,56,39809,19,42441,72,100276,deposit,0,771,7678,231779,0.1928709588284008,0.42324185248713125,2.362715298885456,0.014807162534229234,1.0998870925793143,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0068,Julia Ngo,chris.do@gmail.com,+1-202-555-1067,"55 Nguyen Hue, Ho Chi Minh",81611196,22,58870,16,26902,48,128235,house,0,784,33133,222691,0.5628163750636902,0.2097867196943096,4.766745966842437,0.009520270652652416,1.036404919070562,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0069,Giang Ho,bao.tran@gmail.com,+1-202-555-1068,"10 Broadway, New York, NY",27052422,52,131316,19,44577,72,95638,land,0,342,36988,254838,0.28167169271071096,0.4661013404713559,2.145456176952192,0.004714772000300012,0.8228135966641519,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0070,Emma Tran,alice.nguyen@gmail.com,+1-202-555-1069,"22 Bay St, Toronto, CA",51664650,24,134741,12,19391,36,142368,deposit,0,784,35442,148888,0.2630379765624401,0.13620336030568572,7.3419627662313784,0.003997587140320487,1.90975595828306,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0071,Giang Ho,bao.tran@gmail.com,+1-202-555-1070,"8 Rue Lafayette, Paris, FR",21692935,53,104634,20,5157,72,54123,deposit,0,720,3750,269696,0.03583921096393108,0.09528296657613039,10.495055264686737,0.0006845289294015762,2.6168780664009894,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0072,Julia Ngo,bao.tran@gmail.com,+1-202-555-1071,"8 Rue Lafayette, Paris, FR",71783038,57,40342,23,32549,48,124394,deposit,2,413,35144,59251,0.8711516533637185,0.26166053025065306,3.8217456757502895,0.01680888817243872,0.28540145980053644,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0073,Duy Le,duy.le@gmail.com,+1-202-555-1072,"14 High St, London, UK",52813442,26,40240,22,15646,12,131805,house,0,469,36489,135961,0.90678429423457,0.11870566366981436,8.42419787805136,0.032401424781924655,0.24645142064428355,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0074,Julia Ngo,alice.nguyen@gmail.com,+1-202-555-1073,"78 Oak St, Chicago, IL",39717669,40,84771,18,44403,36,129688,deposit,0,713,9170,45331,0.10817378584657361,0.3423832582814112,2.920703556065966,0.01454998368112197,1.7129337809173606,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0075,Duy Le,emma.tran@gmail.com,+1-202-555-1074,"10 Broadway, New York, NY",30421841,26,98532,1,86962,12,63549,deposit,0,419,42448,232393,0.43080420574026274,1.368424365450261,0.7307674616499076,0.07354801823498312,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0076,Giang Ho,duy.le@gmail.com,+1-202-555-1075,"21 Königstr, Berlin, DE",60804989,45,29047,21,20444,72,66633,car,0,548,26192,217138,0.9017110200708884,0.30681494154547584,3.259293680297238,0.009775344938909044,0.20439735689279026,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0077,Julia Ngo,hanh.vo@gmail.com,+1-202-555-1076,"22 Bay St, Toronto, CA",70283258,61,110762,10,5117,24,57499,car,0,678,23623,243855,0.2132771167006716,0.08899285204959932,11.236857533708962,0.001924923108326391,2.1501305104255115,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0078,Bao Tran,giang.ho@gmail.com,+1-202-555-1077,"14 High St, London, UK",94627547,24,93063,22,15553,24,96661,land,0,657,36136,231659,0.388296100491061,0.1609025356658822,6.214942454831466,0.006963472772634215,1.5398375730037284,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0079,Chris Do,ivan.pham@gmail.com,+1-202-555-1078,"23 Elm St, Boston, MA",49343672,38,26537,16,53275,48,120504,car,0,800,25491,99453,0.9605833364735666,0.4421015070039132,2.261923979352374,0.041824465211220886,0.049740832890071446,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0080,Hanh Vo,felix.nguyen@gmail.com,+1-202-555-1079,"78 Oak St, Chicago, IL",24461934,63,36959,26,31109,36,77606,car,0,361,27237,29739,0.7369517573527223,0.4008581810684689,2.494647851104102,0.023381013795418213,0.39316449060947584,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0081,Duy Le,alice.nguyen@gmail.com,+1-202-555-1080,"21 Königstr, Berlin, DE",84941036,34,81789,10,51502,12,86716,deposit,2,462,15610,279480,0.1908569612050497,0.5939157710226418,1.6837404372645397,0.05247445662589869,0.5532438151552427,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0082,Ivan Pham,ivan.pham@gmail.com,+1-202-555-1081,"10 Broadway, New York, NY",66678786,26,115323,27,7778,60,62990,deposit,0,841,46393,152917,0.40228748818535415,0.12347991744721189,8.098482900487516,0.0011240891524775774,1.5717210605958232,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
APP_0083,Bao Tran,alice.nguyen@gmail.com,+1-202-555-1082,"78 Oak St, Chicago, IL",73023858,42,128174,25,36643,72,50020,car,1,612,48472,37359,0.378173420506496,0.7325669732107011,1.365062904238153,0.003970622400396985,0.22700581704240466,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 16:05:27
